NOMBRE,PROTEINAS_DIARIAS_G,CARBOHIDRATOS_DIARIOS_G,HIDRATACION_DIARIA_L,CALORIAS_DIARIAS,PLAN_NUTRICION
ZEKI AMDOUNI,136,391,4.0,2771,Alto carbohidrato para rendimiento
SANTIAGO SALLE,113,339,3.5,2977,"Alta proteína, moderado carbohidrato"
MALCOLM VILTARD,153,423,2.5,2627,Enfoque en recuperación muscular
JONAS WIND,154,419,3.6,3815,Enfoque en recuperación muscular
GERSON,171,232,4.8,3134,Plan mediterráneo adaptado
BRUNO OGBUS,148,236,4.6,3995,Plan mediterráneo adaptado
DUDU TEODORA,147,322,3.6,3474,Enfoque en recuperación muscular
JUBAL,174,248,4.5,3942,Plan mediterráneo adaptado
HERMAN SJÖGRELL,175,367,4.9,2911,"Alta proteína, moderado carbohidrato"
EMANUEL INSÚA,188,420,2.6,2827,Plan mediterráneo adaptado
SAAD HAQAWI,108,329,3.6,2500,Enfoque en recuperación muscular
SAÏD BENRAHMA,96,365,3.9,3202,Equilibrado en macronutrientes
ALEX IWOBI,170,400,4.6,2885,Alto carbohidrato para rendimiento
ALEXANDRE LACAZETTE,99,349,3.3,3745,Equilibrado en macronutrientes
RÚBEN NEVES,180,305,5.0,3730,Enfoque en recuperación muscular
KASPER DAVIDSEN,197,286,4.9,2989,Plan mediterráneo adaptado
JORDAN TEZE,184,236,3.3,2811,Equilibrado en macronutrientes
ALEXANDRO BERNABEI,131,264,4.5,3581,"Alta proteína, moderado carbohidrato"
LAUTARO PALACIOS,118,306,2.9,2528,Enfoque en recuperación muscular
SANTIAGO SOLARI,149,247,3.5,3871,Enfoque en recuperación muscular
NAWAF AL-SAHLI,169,356,4.1,2991,Alto carbohidrato para rendimiento
BERKE ÖZER,95,215,3.0,3842,Alto carbohidrato para rendimiento
NOAM MAYOKA-TIKA,190,279,3.3,3783,Enfoque en recuperación muscular
THEOFANIS BAKOULAS,116,231,2.8,3526,Alto carbohidrato para rendimiento
ROBER GONZÁLEZ,163,426,3.7,2650,Alto carbohidrato para rendimiento
ALBERTO DOSSENA,143,358,4.9,3851,Alto carbohidrato para rendimiento
M'BALA NZOLA,88,314,4.0,3113,Enfoque en recuperación muscular
DANIEL BRAGANÇA,94,259,3.4,3947,Equilibrado en macronutrientes
LUKASZ SKORUPSKI,186,206,3.1,3990,Alto carbohidrato para rendimiento
FACUNDO PERDOMO,92,224,3.9,3842,"Alta proteína, moderado carbohidrato"
THIAGO MAIA,178,383,4.4,3268,"Alta proteína, moderado carbohidrato"
MATEO BAJAMICH,129,233,3.6,3262,Enfoque en recuperación muscular
AUGUST ERLINGMARK,87,312,2.8,2927,Plan mediterráneo adaptado
MAYCON,152,368,3.9,3336,Alto carbohidrato para rendimiento
GONZALO TAPIA,142,376,4.6,3983,"Alta proteína, moderado carbohidrato"
STEFANO MOREYRA,99,397,3.5,2972,Enfoque en recuperación muscular
MAKSIM SAMORODOV,86,342,3.9,3671,Equilibrado en macronutrientes
SAŠA LUKIĆ,161,307,4.2,3873,Enfoque en recuperación muscular
LUKAS ULLRICH,155,370,2.6,3166,"Alta proteína, moderado carbohidrato"
SEBASTIAN OHLSSON,125,264,4.1,3096,Equilibrado en macronutrientes
LEONARDO GODOY,117,445,3.3,3885,Equilibrado en macronutrientes
FREDRIK AURSNES,106,232,3.9,3432,Equilibrado en macronutrientes
FRASER FORSTER,159,425,2.6,2754,Equilibrado en macronutrientes
MITCHELL WEISER,140,279,4.5,2961,Plan mediterráneo adaptado
RANDALL RODRÍGUEZ,145,269,2.7,2722,Equilibrado en macronutrientes
WESLEY HOEDT,185,289,3.6,2525,Enfoque en recuperación muscular
HALIL DERVIŞOĞLU,91,398,3.6,3653,Plan mediterráneo adaptado
FELIPE CAMPOS,115,408,2.8,3700,"Alta proteína, moderado carbohidrato"
JOE GOMEZ,166,418,3.3,2893,Plan mediterráneo adaptado
LUCAS MINCARELLI,109,329,4.6,3184,Plan mediterráneo adaptado
YOUSSOUF NDAYISHIMIYE,183,412,3.2,3453,Equilibrado en macronutrientes
JON MONCAYOLA,124,416,4.6,3695,Equilibrado en macronutrientes
JULIEN DEVRIENDT,141,332,5.0,3501,Plan mediterráneo adaptado
TOM HOLMES,114,384,3.0,3422,Alto carbohidrato para rendimiento
MATHIAS DE AMORIM,83,234,4.8,2731,Equilibrado en macronutrientes
MORGAN GIBBS-WHITE,169,201,3.2,3715,Equilibrado en macronutrientes
SERGIO GÓMEZ,136,398,4.2,2822,Enfoque en recuperación muscular
KONSTANTINOS MAVROPANOS,100,222,4.8,3332,"Alta proteína, moderado carbohidrato"
LUCÃO,172,426,3.3,2594,Equilibrado en macronutrientes
FACUNDO ARDILES,160,211,4.3,3393,Alto carbohidrato para rendimiento
CHARLES VANHOUTTE,190,306,4.5,3012,"Alta proteína, moderado carbohidrato"
VASILIOS BARKAS,144,374,3.2,2844,Plan mediterráneo adaptado
MANUEL UGARTE,90,351,4.1,2682,Equilibrado en macronutrientes
ZAKARIA HAWSAWI,114,247,4.2,2581,Plan mediterráneo adaptado
CHRISTIAN ORDÓÑEZ,103,223,4.8,3889,Enfoque en recuperación muscular
ALBERTO PALEARI,187,399,3.1,2741,Enfoque en recuperación muscular
DIEGO PÍRIZ,155,388,5.0,2771,Equilibrado en macronutrientes
MICHAEL LANSING,156,352,4.4,3283,"Alta proteína, moderado carbohidrato"
BESFORT ZENELI,119,297,4.5,3003,Enfoque en recuperación muscular
GONZALO PETIT,134,277,3.3,3410,Plan mediterráneo adaptado
RAFEL BAUZÀ,149,254,3.0,3588,Plan mediterráneo adaptado
MANUEL MÓNACO,150,209,2.7,3779,Plan mediterráneo adaptado
ALEXI KOUM,162,230,4.6,3771,Plan mediterráneo adaptado
DELIS VARGAS,123,441,4.8,2710,Enfoque en recuperación muscular
RICCARDO CALAFIORI,112,272,3.0,2837,Alto carbohidrato para rendimiento
KOBBIE MAINOO,163,355,4.7,3945,Equilibrado en macronutrientes
ADAM LALLANA,103,278,2.9,3859,Equilibrado en macronutrientes
LUCIANO VIETTO,143,222,4.8,3777,Enfoque en recuperación muscular
VIKTOR DJUKANOVIC,191,261,4.5,3708,Plan mediterráneo adaptado
LUIS MIGUEL RODRÍGUEZ,153,335,4.9,2852,Enfoque en recuperación muscular
BAPTISTE GUILLAUME,135,390,3.9,2806,Equilibrado en macronutrientes
MATHIS AMOUGOU,82,262,4.3,3529,Enfoque en recuperación muscular
NIAMA PAPE SISSOKO,145,283,3.2,3085,"Alta proteína, moderado carbohidrato"
FUNSHO BAMGBOYE,101,415,4.5,3263,"Alta proteína, moderado carbohidrato"
PHILIP ZINCKERNAGEL,176,260,4.2,2772,Equilibrado en macronutrientes
MAMADOU FALL,170,431,3.0,3631,Enfoque en recuperación muscular
MORTEN KONRADSEN,134,397,4.8,2718,Alto carbohidrato para rendimiento
CYRIL MANDOUKI,164,294,4.5,3347,"Alta proteína, moderado carbohidrato"
LAUTARO CARDOZO,125,396,2.5,2992,Equilibrado en macronutrientes
JOE ARIBO,96,281,4.0,3132,"Alta proteína, moderado carbohidrato"
MANUEL NEUER,83,418,4.1,2728,Alto carbohidrato para rendimiento
FRAN PEREIRA,177,336,3.2,3166,"Alta proteína, moderado carbohidrato"
ENRIC FRANQUESA,198,200,3.1,2553,Equilibrado en macronutrientes
DANIIL UTKIN,149,420,3.3,3847,Alto carbohidrato para rendimiento
ISRA DOMÍNGUEZ,189,333,4.0,2648,Enfoque en recuperación muscular
SANTIAGO GONZÁLEZ,102,316,2.9,3144,Enfoque en recuperación muscular
EMIL KORNVIG,167,377,3.5,2871,Equilibrado en macronutrientes
AGUSTÍN PALAVECINO,99,240,4.4,3923,Enfoque en recuperación muscular
FERLAND MENDY,192,413,2.9,2717,"Alta proteína, moderado carbohidrato"
SANDY WALSH,193,349,3.0,3068,Equilibrado en macronutrientes
CLAUDINHO,176,411,3.2,3915,Equilibrado en macronutrientes
PRAXEDES,116,271,3.0,3483,Plan mediterráneo adaptado
MATHIEU CAFARO,146,272,4.2,2572,Equilibrado en macronutrientes
JAKOB SEGADAL HANSEN,84,411,4.7,2912,Alto carbohidrato para rendimiento
JOEDRICK PUPE,138,350,3.0,3090,Enfoque en recuperación muscular
JACOB KARLSTRØM,89,260,3.7,2747,Plan mediterráneo adaptado
MADS NIELSEN,121,375,3.8,2541,Enfoque en recuperación muscular
SERGE-JUNIOR NGOUALI,116,306,3.5,2538,Alto carbohidrato para rendimiento
GABRIEL DAVID,107,420,3.9,2563,Plan mediterráneo adaptado
ALBAN LAFONT,184,258,2.9,3478,Plan mediterráneo adaptado
MATEO MENDOZA,158,316,3.9,3733,Alto carbohidrato para rendimiento
YAYA SITHOLE,126,276,3.3,3064,Equilibrado en macronutrientes
NACHO FERNÁNDEZ,163,336,3.4,2884,Equilibrado en macronutrientes
BENJAMÍN BOSCH,138,274,3.6,3620,"Alta proteína, moderado carbohidrato"
SABINO,179,231,4.3,2721,Alto carbohidrato para rendimiento
MILAN BADELJ,163,285,3.1,3387,Plan mediterráneo adaptado
YAN COUTO,122,351,2.5,3144,Alto carbohidrato para rendimiento
RONI,107,244,3.3,2951,Plan mediterráneo adaptado
SEMIH GÜLER,98,234,4.7,3696,Equilibrado en macronutrientes
HULK,166,413,4.8,2574,Equilibrado en macronutrientes
JEFF CHABOT,85,208,3.6,3962,Alto carbohidrato para rendimiento
ANDRÉ GERALDES,95,368,2.8,2665,Plan mediterráneo adaptado
IGOR JESUS,188,303,3.3,2900,Plan mediterráneo adaptado
SERGI DARDER,117,328,4.2,3772,Alto carbohidrato para rendimiento
KEVIN PRIETO,135,441,3.4,3358,Equilibrado en macronutrientes
HYEON-GYU OH,151,251,3.3,3407,Enfoque en recuperación muscular
FREDRIK CARLSEN,155,283,2.5,3212,Plan mediterráneo adaptado
LUCAS BLONDEL,85,295,3.0,2658,Enfoque en recuperación muscular
OLE ROMENY,92,430,3.2,3189,Alto carbohidrato para rendimiento
AMIN BOUDRI,103,397,2.6,3298,Enfoque en recuperación muscular
CAÍQUE,100,432,4.0,2945,Enfoque en recuperación muscular
MICHAIL ANTONIO,85,213,4.0,3641,"Alta proteína, moderado carbohidrato"
LUCAS YMBERT,131,397,4.4,3898,Alto carbohidrato para rendimiento
RENZO GIAMPAOLI,96,224,2.7,3561,Enfoque en recuperación muscular
SAM JOHNSTONE,118,404,2.6,3636,Enfoque en recuperación muscular
ADERLLAN SANTOS,153,226,4.1,2858,Alto carbohidrato para rendimiento
SANTIAGO QUIRÓS,131,370,4.1,3317,Enfoque en recuperación muscular
MARCUS DANIELSON,101,212,4.1,2774,Plan mediterráneo adaptado
CHRIS FÜHRICH,162,332,4.2,2548,Plan mediterráneo adaptado
MAJED DAWRAN,199,449,4.8,2718,Equilibrado en macronutrientes
ANDRÉS BERIZOVSKY,108,325,3.9,2611,Enfoque en recuperación muscular
REECE JAMES,83,226,2.7,2919,Enfoque en recuperación muscular
MAX POWER,82,368,3.6,3859,Equilibrado en macronutrientes
YASSIR ZABIRI,104,226,3.6,3220,Alto carbohidrato para rendimiento
DAYOT UPAMECANO,122,358,4.8,2714,Equilibrado en macronutrientes
NICOLÁS MORGANTINI,123,344,4.0,3441,Plan mediterráneo adaptado
JONATAN GALVÁN,138,290,3.0,2798,Plan mediterráneo adaptado
BRUNO BIANCHI,85,208,4.3,3535,Equilibrado en macronutrientes
UĞURCAN ÇAKIR,178,323,4.0,3319,Enfoque en recuperación muscular
WILLIAM,198,207,4.7,2750,Plan mediterráneo adaptado
STEVE NGOURA,112,379,4.3,3643,Plan mediterráneo adaptado
GIJS SMAL,159,427,3.2,3865,Equilibrado en macronutrientes
OSKAR BOESEN,124,428,2.6,3332,"Alta proteína, moderado carbohidrato"
JURE BALKOVEC,114,388,3.8,2803,"Alta proteína, moderado carbohidrato"
MILAN ILOSKI,119,218,2.8,2725,Enfoque en recuperación muscular
EDGAR ELIZALDE,129,445,2.8,3339,Enfoque en recuperación muscular
ANTON KRACHKOVSKIY,178,206,3.1,2734,Enfoque en recuperación muscular
YEGOR YARMOLYUK,110,287,4.1,3871,Enfoque en recuperación muscular
ALBERTO RISCO,88,288,3.0,3689,"Alta proteína, moderado carbohidrato"
EMERSON,100,206,2.6,3373,Plan mediterráneo adaptado
FRANCO PARDO,115,270,3.6,2853,Plan mediterráneo adaptado
ADAM MASINA,81,291,3.0,2677,Plan mediterráneo adaptado
FEDERICO ANDRADE,137,337,4.5,2670,Enfoque en recuperación muscular
TOMÁS MARCHIORI,113,220,3.0,2969,Plan mediterráneo adaptado
CHARALAMPOS LYKOGIANNIS,139,232,3.3,3806,Enfoque en recuperación muscular
NAZINHO,145,210,3.5,2786,Alto carbohidrato para rendimiento
MARC CARDONA,194,276,2.7,2980,Alto carbohidrato para rendimiento
LUCAS FAGGIOLI,178,364,3.5,2744,Enfoque en recuperación muscular
CRISTÓBAL MUÑOZ,151,448,4.7,3719,Equilibrado en macronutrientes
DAVINSON SÁNCHEZ,90,273,4.9,3834,Alto carbohidrato para rendimiento
YOUSSEF AMYN,123,377,4.6,2673,Enfoque en recuperación muscular
SIMONE VERDI,158,391,3.0,3740,Enfoque en recuperación muscular
ISMAEL,178,431,3.6,2888,Equilibrado en macronutrientes
MARIO SANDOVAL,122,443,4.5,2704,"Alta proteína, moderado carbohidrato"
ROB SCHOOFS,194,448,3.8,3715,"Alta proteína, moderado carbohidrato"
RAMÓN ARIAS,97,285,3.5,3991,Plan mediterráneo adaptado
HENRIK HEGGHEIM,142,254,4.8,2842,Alto carbohidrato para rendimiento
AMIDOU DIOP,134,246,4.2,3271,Equilibrado en macronutrientes
KAREM ZOABI,175,405,4.5,2705,Enfoque en recuperación muscular
JONATHAN BARBOZA,90,384,4.0,2645,Enfoque en recuperación muscular
PIERRE KALULU,184,346,3.3,3642,Enfoque en recuperación muscular
SOFIANE BOUFAL,135,405,4.2,3214,Equilibrado en macronutrientes
MAAT DANIEL CAPRINI,147,363,3.2,3388,"Alta proteína, moderado carbohidrato"
ANDREAS VERSTRAETEN,92,440,4.9,3270,Alto carbohidrato para rendimiento
GABRIEL SUAZO,141,335,3.7,3100,Plan mediterráneo adaptado
FABRICIO OVIEDO,179,223,4.7,2986,Alto carbohidrato para rendimiento
BROOKE NORTON-CUFFY,127,290,3.3,2761,Enfoque en recuperación muscular
PEDRO GOMES,117,241,2.7,3644,Plan mediterráneo adaptado
RODRIGO IZQUIERDO,133,228,3.1,3962,Alto carbohidrato para rendimiento
BRAD YOUNG,133,250,4.8,2673,Enfoque en recuperación muscular
KIERAN TRIPPIER,122,425,4.0,3280,Equilibrado en macronutrientes
THALISSON,88,245,3.8,3702,Plan mediterráneo adaptado
WILFRED GEORGE IGOR,95,344,4.9,3677,Enfoque en recuperación muscular
ERICK FARIAS,173,363,4.3,3233,Alto carbohidrato para rendimiento
SIMON AMIN,166,337,3.5,3236,Enfoque en recuperación muscular
WARREN BONDO,166,319,3.4,3228,"Alta proteína, moderado carbohidrato"
DANILO BARBOSA,160,245,3.0,3993,"Alta proteína, moderado carbohidrato"
ROBIN FREJ,183,322,2.5,3058,Plan mediterráneo adaptado
JEREMÍA RECOBA,102,345,4.2,3312,Enfoque en recuperación muscular
KÉVIN BOMA,185,306,4.5,3290,Equilibrado en macronutrientes
AIMAR SHER,148,200,3.9,2509,Alto carbohidrato para rendimiento
CRISTIAN NÚÑEZ,123,227,2.7,2689,Enfoque en recuperación muscular
MATEO ORTALE,97,436,4.7,2590,Alto carbohidrato para rendimiento
STEVE MAKUKA,194,421,3.2,3289,Enfoque en recuperación muscular
JAVIER MANQUILLO,81,388,3.8,2940,Plan mediterráneo adaptado
ARMIN GIGOVIC,170,216,4.2,3692,Enfoque en recuperación muscular
EDGARAS UTKUS,108,407,2.7,3435,"Alta proteína, moderado carbohidrato"
DU QUEIROZ,194,444,2.9,3690,Equilibrado en macronutrientes
KAMIEL VAN DE PERRE,192,286,4.6,3967,Enfoque en recuperación muscular
RAFIK BELGHALI,122,440,4.3,3396,Plan mediterráneo adaptado
FLORIAN THAUVIN,169,326,3.9,3910,Alto carbohidrato para rendimiento
MARVIN MARTINS,192,424,4.3,3887,"Alta proteína, moderado carbohidrato"
ANTON SHVETS,119,232,3.4,3204,Alto carbohidrato para rendimiento
ALEKSANDR ZOTOV,134,248,3.9,2824,Plan mediterráneo adaptado
DIEGO CONDE,186,345,4.1,3528,Equilibrado en macronutrientes
AGON SADIKU,193,403,3.4,3379,Equilibrado en macronutrientes
JOSÉ VARELA,90,287,3.6,3727,Plan mediterráneo adaptado
LUKE LE ROUX,123,394,4.4,3426,Enfoque en recuperación muscular
SANTIAGO ARIAS,116,421,4.6,3134,Plan mediterráneo adaptado
SONDRE LANGÅS,161,283,3.4,2935,Equilibrado en macronutrientes
SEUNG-GYU KIM,127,295,3.3,3927,"Alta proteína, moderado carbohidrato"
ATTILA SZALAI,141,289,2.9,3717,Equilibrado en macronutrientes
MANUEL LAZZARI,159,211,3.6,3361,Equilibrado en macronutrientes
ELI JÚNIOR,118,236,3.9,3001,Alto carbohidrato para rendimiento
CARLOS ANDRÉS GÓMEZ,81,207,3.6,3996,Plan mediterráneo adaptado
ALIEU NJIE,124,232,3.2,2638,Alto carbohidrato para rendimiento
MARTIN VALJENT,116,395,3.9,2783,Equilibrado en macronutrientes
OLIVER BAUMANN,163,401,4.7,3013,Enfoque en recuperación muscular
RUSTAM YATIMOV,132,271,2.7,2639,Alto carbohidrato para rendimiento
PABLO ROSARIO,177,408,3.4,2883,Enfoque en recuperación muscular
JORNE SPILEERS,144,257,3.4,3513,Alto carbohidrato para rendimiento
BAYRON OYARZO,156,299,4.1,2512,Equilibrado en macronutrientes
JOEY JACOBS,136,342,3.4,3715,Plan mediterráneo adaptado
RODRIGO PINHO,109,211,4.6,2583,Equilibrado en macronutrientes
NEIL EL AYNAOUI,112,314,4.5,3729,Plan mediterráneo adaptado
EZEQUIEL CENTURIÓN,153,402,3.2,3282,"Alta proteína, moderado carbohidrato"
HÉCTOR HERNÁNDEZ,80,253,4.7,3952,Enfoque en recuperación muscular
JORGE TEIXEIRA,146,409,2.6,3811,"Alta proteína, moderado carbohidrato"
FRÉDÉRIC GUILBERT,116,392,3.7,2818,Enfoque en recuperación muscular
ALEX TEIXEIRA,98,416,2.6,3999,Enfoque en recuperación muscular
DAVY KLAASSEN,186,227,3.1,3556,"Alta proteína, moderado carbohidrato"
SHIO FUKUDA,105,260,2.8,3721,Enfoque en recuperación muscular
BURHAN ERSOY,82,410,3.1,3022,Enfoque en recuperación muscular
MIGUEL BAEZA,187,242,2.8,3891,Equilibrado en macronutrientes
MIGUEL CARDOSO,110,296,4.9,2952,"Alta proteína, moderado carbohidrato"
BAŞAR ÖNAL,81,405,3.9,3993,Plan mediterráneo adaptado
CARLOS CUESTA,158,335,4.8,3336,"Alta proteína, moderado carbohidrato"
LORENZO COLOMBO,112,320,2.7,3164,Plan mediterráneo adaptado
FELIX BACHER,116,254,3.2,3407,Plan mediterráneo adaptado
ÁLEX MILLÁN,145,225,3.0,3071,Plan mediterráneo adaptado
LÉO,113,415,5.0,3261,Enfoque en recuperación muscular
GONÇALO GUEDES,144,344,2.6,2814,Equilibrado en macronutrientes
WALTER BOU,87,279,4.3,2724,Plan mediterráneo adaptado
JORGE LUNA,181,363,3.5,3556,Equilibrado en macronutrientes
UI-JO HWANG,176,245,4.9,2780,Alto carbohidrato para rendimiento
LEANDRO ANTONETTI,85,311,4.2,3007,Alto carbohidrato para rendimiento
HASSAN TAMBAKTI,106,319,4.5,3279,Equilibrado en macronutrientes
MOHAMMED AL DOSSARY,170,264,2.7,3215,Plan mediterráneo adaptado
AWN AL-SALULI,148,328,3.8,3669,"Alta proteína, moderado carbohidrato"
MARTIN DÚBRAVKA,169,319,4.2,3082,Enfoque en recuperación muscular
GUSTAVO NEVES,198,436,2.6,2870,Equilibrado en macronutrientes
MURILLO,98,372,4.8,3629,Equilibrado en macronutrientes
MOUSSA DEMBÉLÉ,187,253,3.8,2553,"Alta proteína, moderado carbohidrato"
JUAN FEDORCO,90,269,4.2,3666,"Alta proteína, moderado carbohidrato"
LAUTARO ACOSTA,85,381,3.4,3222,Equilibrado en macronutrientes
DAN GLAZER,159,205,4.8,2664,Alto carbohidrato para rendimiento
SOFUS BERGER,149,239,3.8,3640,Equilibrado en macronutrientes
NICOLA PÉREZ,194,346,4.5,3650,Equilibrado en macronutrientes
MANU BUENO,132,250,3.5,2935,Plan mediterráneo adaptado
LEANDRO DÍAZ,180,419,4.5,2597,Equilibrado en macronutrientes
MARKUS SEEHUSEN KARLSBAKK,96,228,4.0,3596,Alto carbohidrato para rendimiento
AMIR RICHARDSON,131,373,2.9,2520,Alto carbohidrato para rendimiento
ROMANO SCHMID,149,362,3.8,3503,Equilibrado en macronutrientes
DEYVERSON,180,443,4.0,3907,Equilibrado en macronutrientes
JARDELL KANGA,101,436,3.6,2982,"Alta proteína, moderado carbohidrato"
GABRIEL PAULISTA,134,245,3.2,2952,Alto carbohidrato para rendimiento
ROMEO BENÍTEZ,167,363,4.5,3713,Enfoque en recuperación muscular
BRUNO BETANCOR,87,303,3.0,3522,"Alta proteína, moderado carbohidrato"
LORRAN,81,403,4.4,2727,Enfoque en recuperación muscular
RAMON PASCAL LUNDQVIST,183,225,4.3,3757,Enfoque en recuperación muscular
MAXI ARAÚJO,194,328,4.4,3627,Equilibrado en macronutrientes
ABDULRAHMAN AL-OBAID,83,423,3.5,3897,Plan mediterráneo adaptado
ERENCAN YARDIMCI,146,282,4.3,3644,Plan mediterráneo adaptado
MARTIAL GODO,154,327,2.6,2662,Plan mediterráneo adaptado
TOMÁS BADALONI,133,209,3.2,2762,Equilibrado en macronutrientes
GASTÓN TOGNI,82,409,3.4,3117,Equilibrado en macronutrientes
CARLOS MIGUEL,198,279,3.1,3993,Plan mediterráneo adaptado
JOHN VICTOR,191,262,4.1,2932,Plan mediterráneo adaptado
WILLIAM CLEM,100,355,4.5,2732,Equilibrado en macronutrientes
PIETRO PELLEGRI,130,305,2.7,3757,Equilibrado en macronutrientes
YAMIL GARNIER,134,316,4.2,3695,Alto carbohidrato para rendimiento
DAVID DA HORA,173,362,4.2,3212,Alto carbohidrato para rendimiento
JOHN BJÖRKENGREN,165,364,4.3,3565,Equilibrado en macronutrientes
BENJAMIN BOURIGEAUD,141,303,3.7,2756,Equilibrado en macronutrientes
NICOLAI REMBERG,108,397,3.3,3534,"Alta proteína, moderado carbohidrato"
THIJMEN BLOKZIJL,110,427,4.7,2660,Alto carbohidrato para rendimiento
BUSANELLO,171,260,2.9,3334,Equilibrado en macronutrientes
SOSLAN KAGERMAZOV,158,283,3.3,3169,Plan mediterráneo adaptado
CAUÊ,176,317,3.1,3757,Alto carbohidrato para rendimiento
MARCUS RAFFERTY,169,222,3.9,3149,Alto carbohidrato para rendimiento
WILLIAN CHUMBINHO,142,320,3.6,3636,Enfoque en recuperación muscular
MARKUS HENRIKSEN,87,427,3.2,3661,Plan mediterráneo adaptado
OLIVER BERG,191,360,2.5,3319,Enfoque en recuperación muscular
CAOIMHÍN KELLEHER,131,252,4.7,2747,Alto carbohidrato para rendimiento
LUKE SHAW,128,420,5.0,2876,Plan mediterráneo adaptado
PAU TORRES,138,270,3.7,2765,"Alta proteína, moderado carbohidrato"
NECIP UYSAL,188,386,3.1,3944,Equilibrado en macronutrientes
OMAR COLLEY,120,413,3.8,2751,Enfoque en recuperación muscular
BRAYDON MANU,125,354,3.1,3896,Enfoque en recuperación muscular
THOBÍAS ARÉVALO,130,442,3.2,3594,Alto carbohidrato para rendimiento
RICARDO RODRÍGUEZ,107,326,4.5,2533,Plan mediterráneo adaptado
FRANCO LÓPEZ,82,260,4.1,3097,Enfoque en recuperación muscular
SAMUEL OBENG,124,265,3.3,3960,Alto carbohidrato para rendimiento
BASTIÁN ROCO,136,225,4.5,3808,Equilibrado en macronutrientes
JANDRO ORELLANA,137,416,4.4,3091,Alto carbohidrato para rendimiento
MATTE SMETS,151,413,2.6,3284,"Alta proteína, moderado carbohidrato"
ANDRÉ HANSEN,165,283,4.2,3583,Enfoque en recuperación muscular
ÁLVARO DELGADO,102,375,4.2,3381,Enfoque en recuperación muscular
NIKOLAJ MÖLLER,132,205,3.1,2806,Plan mediterráneo adaptado
HERMAN HAUGEN,178,426,4.0,3668,Alto carbohidrato para rendimiento
IVAN LEPSKIY,145,230,3.6,3612,Equilibrado en macronutrientes
JØRGEN STRAND LARSEN,146,305,4.7,3246,Plan mediterráneo adaptado
ANTON FAGERSTRÖM,126,232,4.2,2975,"Alta proteína, moderado carbohidrato"
SIMON THOMAS,154,286,2.8,3079,Equilibrado en macronutrientes
ANDREA CAMBIASO,156,306,3.7,3528,Alto carbohidrato para rendimiento
JACOB BERGSTRÖM,138,216,2.8,3749,Enfoque en recuperación muscular
CARLOS PROTESONI,178,363,5.0,3920,"Alta proteína, moderado carbohidrato"
TAKUMA ASANO,191,406,4.6,3295,Alto carbohidrato para rendimiento
TOBIAS CARLSSON,86,324,2.5,3866,Equilibrado en macronutrientes
JAMIE GITTENS,122,245,2.9,3613,Plan mediterráneo adaptado
HARIS RADETINAC,122,227,4.0,3635,Enfoque en recuperación muscular
FRANCISCO GEROMETTA,139,448,4.8,2683,Alto carbohidrato para rendimiento
ADAMA DIOMANDE,83,329,3.3,3475,Alto carbohidrato para rendimiento
JULIUS LINDBERG,172,362,4.3,2747,"Alta proteína, moderado carbohidrato"
